1066	3
1067	4
1068	2
1069	2
1070	6
1071	2
1072	6
1073	6
1074	3
1075	4
1076	4
1077	5
1078	5
1079	2
1080	2
1081	5
1082	1
1083	2
1084	5
1085	5
1086	1
1087	2
1088	1
1089	5
1090	5
1091	5
1092	6
1093	6
1094	4
1095	5
1096	4
1097	4
1098	3
1099	3
1100	2
1101	6
1102	6
1103	2
1104	4
1105	6
1106	6
1107	3
1108	4
1109	4
1110	4
1111	1
1112	6
1113	5
1114	4
1115	2
1116	2
1117	4
1118	2
1119	5
1120	3
1121	2
1122	5
1123	6
1124	5
1125	6
1126	5
1127	2
1128	5
1129	6
1130	4
1131	2
1132	4
1133	5
1134	2
1135	6
1136	5
1137	1
1138	1
1139	5
1140	4
1141	6
1142	3
1143	1
1144	2
1145	1
1146	5
1147	5
1148	6
1149	3
1150	2
1151	6
1152	5
1153	1
1154	5
1155	6
1156	6
1157	2
1158	4
1159	5
1160	2
1161	2
1162	5
1163	6
1164	5
1165	6
1166	6
1167	3
1168	2
1169	2
1170	2
1171	6
1172	5
1173	4
1174	6
1175	4
1176	6
1177	6
1178	2
1179	5
1180	2
1181	5
1182	3
1183	1
1184	6
1185	5
1186	1
1187	5
1188	2
1189	3
1190	1
1191	4
1192	4
1193	4
1194	2
1195	2
1196	5
1197	6
1198	5
1199	3
1200	6
1201	4
1202	6
1203	3
1204	4
1205	3
1206	2
1207	5
1208	4
1209	1
1210	6
1211	1
1212	2
1213	6
1214	6
1215	6
1216	2
1217	5
1218	2
1219	1
1220	5
1221	5
1222	1
1223	5
1224	6
1225	6
1226	6
1227	2
1228	1
1229	4
1230	1
1231	6
1232	2
1233	2
1234	3
1235	2
1236	1
1237	6
1238	5
1239	6
1240	5
1241	5
1242	3
1243	2
1244	3
1245	5
1246	2
1247	3
1248	3
1249	2
1250	2
1251	4
1252	2
1253	4
1254	5
1255	1
1256	3
1257	1
1258	3
1259	3
1260	6
1261	2
1262	5
1263	6
1264	5
1265	5
1266	6
1267	2
1268	5
1269	6
1270	2
1271	6
1272	2
1273	6
1274	1
1275	6
1276	2
1277	1
1278	2
1279	1
1280	5
1281	6
1282	3
1283	4
1284	3
1285	5
1286	5
1287	2
1288	1
1289	6
1290	5
1291	5
1292	3
1293	4
1294	5
1295	4
1296	2
1297	6
1298	6
1299	6
1300	5
1301	5
1302	4
1303	6
1304	2
1305	6
1306	2
1307	6
1308	6
1309	3
1310	6
1311	6
1312	1
1313	2
1314	3
1315	2
1316	2
1317	5
1318	6
1319	2
1320	5
1321	1
1322	6
1323	2
1324	5
1325	3
1326	6
1327	4
1328	6
1329	5
1330	4
1331	5
1332	5
1333	6
1334	6
1335	2
1336	2
1337	4
1338	4
1339	2
1340	2
1341	6
1342	4
1343	6
1344	6
1345	5
1346	5
1347	2
1348	5
1349	5
1350	2
1351	5
1352	6
1353	2
1354	6
1355	6
1356	2
1357	5
1358	6
1359	5
1360	6
1361	1
1362	2
1363	2
1364	1
1365	3
1366	6
1367	2
1368	2
1369	3
1370	4
1371	5
1372	2
1373	6
1374	5
1375	6
1376	4
1377	1
1378	4
